"No.","Time","Source","Destination","Protocol","Length","Info"
"11757","82.344193707","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6791871 Ack=16687 Win=72192 Len=1420 TSval=561817763 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11759","82.344251521","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6793291 Ack=16687 Win=72192 Len=1420 TSval=561817764 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11760","82.344255456","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6794711 Ack=16687 Win=72192 Len=1420 TSval=561817764 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11762","82.344317119","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6796131 Ack=16687 Win=72192 Len=1420 TSval=561817765 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11763","82.344321101","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6797551 Ack=16687 Win=72192 Len=1420 TSval=561817765 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11765","82.344381297","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6798971 Ack=16687 Win=72192 Len=1420 TSval=561817765 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11766","82.344385271","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6800391 Ack=16687 Win=72192 Len=1420 TSval=561817765 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11768","82.344443356","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"11769","82.344447476","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6803231 Ack=16687 Win=72192 Len=1420 TSval=561817766 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11771","82.344507433","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6804651 Ack=16687 Win=72192 Len=1420 TSval=561817767 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11772","82.344654307","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6806071 Ack=16687 Win=72192 Len=1420 TSval=561817767 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11774","82.344675846","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6807491 Ack=16687 Win=72192 Len=1420 TSval=561817767 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11775","82.344755377","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6808911 Ack=16687 Win=72192 Len=1420 TSval=561817767 TSecr=3833707116 [TCP segment of a reassembled PDU]"
"11777","82.344831756","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6810331 Ack=16687 Win=72192 Len=1420 TSval=561817768 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11778","82.345034299","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6811751 Ack=16687 Win=72192 Len=1420 TSval=561817768 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11780","82.345237387","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6813171 Ack=16687 Win=72192 Len=1420 TSval=561817769 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11781","82.345422556","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6814591 Ack=16687 Win=72192 Len=1420 TSval=561817769 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11783","82.345608759","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6816011 Ack=16687 Win=72192 Len=1420 TSval=561817770 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11784","82.345809903","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6817431 Ack=16687 Win=72192 Len=1420 TSval=561817770 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11786","82.346002694","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"11787","82.346943026","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6820271 Ack=16687 Win=72192 Len=1420 TSval=561817770 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11789","82.347531784","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6821691 Ack=16687 Win=72192 Len=1420 TSval=561817771 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11790","82.350638996","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6823111 Ack=16687 Win=72192 Len=1420 TSval=561817771 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11792","82.350763912","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6824531 Ack=16687 Win=72192 Len=1420 TSval=561817772 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11793","82.350773112","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6825951 Ack=16687 Win=72192 Len=1420 TSval=561817772 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11795","82.350793315","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6827371 Ack=16687 Win=72192 Len=1420 TSval=561817773 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11796","82.350841693","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6828791 Ack=16687 Win=72192 Len=1420 TSval=561817773 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11797","82.350844836","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6830211 Ack=16687 Win=72192 Len=1420 TSval=561817773 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11798","82.350847106","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6831631 Ack=16687 Win=72192 Len=1420 TSval=561817773 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11799","82.350850067","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6833051 Ack=16687 Win=72192 Len=1420 TSval=561817774 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11800","82.350852629","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"11804","82.351318761","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6835891 Ack=16687 Win=72192 Len=1420 TSval=561817775 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11805","82.351668890","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6837311 Ack=16687 Win=72192 Len=1420 TSval=561817775 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11807","82.351847431","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6838731 Ack=16687 Win=72192 Len=1420 TSval=561817775 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11808","82.352051178","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6840151 Ack=16687 Win=72192 Len=1420 TSval=561817775 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11810","82.352429217","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6841571 Ack=16687 Win=72192 Len=1420 TSval=561817776 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11811","82.352968093","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6842991 Ack=16687 Win=72192 Len=1420 TSval=561817776 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11813","82.353166676","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6844411 Ack=16687 Win=72192 Len=1420 TSval=561817777 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11814","82.353350625","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6845831 Ack=16687 Win=72192 Len=1420 TSval=561817777 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11816","82.353543973","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6847251 Ack=16687 Win=72192 Len=1420 TSval=561817778 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11817","82.353729384","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6848671 Ack=16687 Win=72192 Len=1420 TSval=561817778 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11819","82.354300660","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=6850091 Ack=16687 Win=72192 Len=1420 TSval=561817778 TSecr=3833707126 [TCP segment of a reassembled PDU]"
"11820","82.354661083","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
